Sağlanan Şartlar,Score %
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, FORECAST, STRONG_SIGNAL",64.86
"MACD_VOLUME, EMA_CONDITION, SUPER_TREND, FORECAST, STRONG_SIGNAL",64.86
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",64.86
"MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",64.86
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FORECAST, STRONG_SIGNAL, CYPHER_PATTERN",64.86
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",64.86
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, STRONG_SIGNAL",64.86
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, STRONG_SIGNAL, CYPHER_PATTERN",64.86
"FIBONACCI_SUPPORT, SUPER_TREND, STRONG_SIGNAL, TREND_KIRILDI_4H",64.86
"RSI_DIVERGENCE, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL, CYPHER_PATTERN",64.86
"RSI_DIVERGENCE, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",63.96
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL",63.96
"RSI_DIVERGENCE, MACD_VOLUME, SUPER_TREND, STRONG_SIGNAL",63.96
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, STRONG_SIGNAL, TREND_KIRILDI_4H",63.96
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, SUPER_TREND, FORECAST, STRONG_SIGNAL",63.96
"NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, TREND_KIRILDI_4H, CYPHER_PATTERN",63.96
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, CYPHER_PATTERN",63.96
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, STRONG_SIGNAL",63.96
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",63.96
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL",63.96
"MACD_VOLUME, FIBONACCI_SUPPORT, FORECAST, STRONG_SIGNAL, CYPHER_PATTERN",63.96
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",63.96
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",63.96
"EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",63.96
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H, CYPHER_PATTERN",63.96
"EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, CYPHER_PATTERN",63.96
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, STRONG_SIGNAL",63.96
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, STRONG_SIGNAL",63.96
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",63.96
"MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, STRONG_SIGNAL",63.96
"RSI_DIVERGENCE, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, STRONG_SIGNAL",63.96
"MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, TREND_KIRILDI_4H",63.96
"EMA_CONDITION, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL, CYPHER_PATTERN",63.06
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, CYPHER_PATTERN",63.06
"MACD_VOLUME, EMA_CONDITION, STRONG_SIGNAL, CYPHER_PATTERN",63.06
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, TREND_KIRILDI_4H",63.06
"EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, STRONG_SIGNAL",63.06
"EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",63.06
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",63.06
"MACD_VOLUME, EMA_CONDITION, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",63.06
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FORECAST, STRONG_SIGNAL, CYPHER_PATTERN",63.06
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",63.06
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL",63.06
"MACD_VOLUME, STRONG_SIGNAL, TREND_KIRILDI_4H, CYPHER_PATTERN",63.06
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",63.06
"RSI_DIVERGENCE, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",63.06
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H",63.06
"NEAR_LOWER_CHANNEL, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H, CYPHER_PATTERN",63.06
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",63.06
"MACD_VOLUME, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, STRONG_SIGNAL",63.06
"EMA_CONDITION, FIBONACCI_SUPPORT, STRONG_SIGNAL, TREND_KIRILDI_4H",63.06
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",63.06
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, TREND_KIRILDI_4H, CYPHER_PATTERN",63.06
"RSI_DIVERGENCE, EMA_CONDITION, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",63.06
"NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, STRONG_SIGNAL, TREND_KIRILDI_4H",63.06
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, FORECAST, STRONG_SIGNAL",63.06
"PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H, CYPHER_PATTERN",63.06
"RSI_DIVERGENCE, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",62.16
"RSI_DIVERGENCE, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",62.16
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL",62.16
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, SUPER_TREND, TREND_KIRILDI_4H",62.16
"RSI_DIVERGENCE, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, CYPHER_PATTERN",62.16
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, STRONG_SIGNAL",62.16
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, FORECAST, STRONG_SIGNAL",62.16
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",62.16
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL",62.16
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",62.16
"RSI_DIVERGENCE, MACD_VOLUME, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",62.16
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, CYPHER_PATTERN",62.16
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",62.16
"PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",62.16
"EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, STRONG_SIGNAL",62.16
"RSI_DIVERGENCE, MACD_VOLUME, STRONG_SIGNAL, TREND_KIRILDI_4H",62.16
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, STRONG_SIGNAL, CYPHER_PATTERN",62.16
"MACD_VOLUME, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL, CYPHER_PATTERN",62.16
"NEAR_LOWER_CHANNEL, SUPER_TREND, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",62.16
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, CYPHER_PATTERN",62.16
"MACD_VOLUME, EMA_CONDITION, SUPER_TREND, STRONG_SIGNAL",62.16
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, CYPHER_PATTERN",62.16
"MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, TREND_KIRILDI_4H",62.16
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, STRONG_SIGNAL",62.16
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, STRONG_SIGNAL, TREND_KIRILDI_4H",62.16
"RSI_DIVERGENCE, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, CYPHER_PATTERN",62.16
"NEAR_LOWER_CHANNEL, SUPER_TREND, STRONG_SIGNAL, CYPHER_PATTERN",62.16
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND, FORECAST, CYPHER_PATTERN",62.16
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",62.16
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, CYPHER_PATTERN",62.16
"RSI_DIVERGENCE, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",62.16
"MACD_VOLUME, SUPER_TREND, STRONG_SIGNAL, TREND_KIRILDI_4H",62.16
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",62.16
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",62.16
"PRICE_PREDICTION_TAHMIN, SUPER_TREND, STRONG_SIGNAL, CYPHER_PATTERN",62.16
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",62.16
"RSI_DIVERGENCE, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL",62.16
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, CYPHER_PATTERN",62.16
"EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND, FORECAST, STRONG_SIGNAL",62.16
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",61.26
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H, CYPHER_PATTERN",61.26
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, STRONG_SIGNAL",61.26
"MACD_VOLUME, FIBONACCI_SUPPORT, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",61.26
"FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL, CYPHER_PATTERN",61.26
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, CYPHER_PATTERN",61.26
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, FORECAST, STRONG_SIGNAL",61.26
"RSI_DIVERGENCE, EMA_CONDITION, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, CYPHER_PATTERN",61.26
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, STRONG_SIGNAL, CYPHER_PATTERN",61.26
"RSI_DIVERGENCE, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",61.26
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",61.26
"RSI_DIVERGENCE, FORECAST, STRONG_SIGNAL, CYPHER_PATTERN",61.26
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL",61.26
"EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, TREND_KIRILDI_4H",61.26
"RSI_DIVERGENCE, PRICE_PREDICTION_TAHMIN, SUPER_TREND, STRONG_SIGNAL",61.26
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL",61.26
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, SUPER_TREND, STRONG_SIGNAL",61.26
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST",61.26
"MACD_VOLUME, FIBONACCI_SUPPORT, STRONG_SIGNAL, CYPHER_PATTERN",61.26
"SUPER_TREND, FORECAST, STRONG_SIGNAL, CYPHER_PATTERN",61.26
"MACD_VOLUME, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, STRONG_SIGNAL",61.26
"RSI_DIVERGENCE, EMA_CONDITION, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",60.36
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, CYPHER_PATTERN",60.36
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",60.36
"EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",60.36
"EMA_CONDITION, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, CYPHER_PATTERN",60.36
"RSI_DIVERGENCE, SUPER_TREND, FORECAST, STRONG_SIGNAL",60.36
"FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, STRONG_SIGNAL",60.36
"NEAR_LOWER_CHANNEL, STRONG_SIGNAL, TREND_KIRILDI_4H, CYPHER_PATTERN",60.36
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, TREND_KIRILDI_4H, CYPHER_PATTERN",60.36
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",60.36
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, STRONG_SIGNAL",60.36
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",60.36
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",60.36
"EMA_CONDITION, NEAR_LOWER_CHANNEL, STRONG_SIGNAL, CYPHER_PATTERN",60.36
"MACD_VOLUME, FIBONACCI_SUPPORT, SUPER_TREND, STRONG_SIGNAL",60.36
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, CYPHER_PATTERN",60.36
"EMA_CONDITION, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",60.36
"RSI_DIVERGENCE, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H, CYPHER_PATTERN",60.36
"MACD_VOLUME, EMA_CONDITION, STRONG_SIGNAL, TREND_KIRILDI_4H",60.36
"RSI_DIVERGENCE, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL",60.36
"PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, TREND_KIRILDI_4H, CYPHER_PATTERN",60.36
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",60.36
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",60.36
"MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",60.36
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H",60.36
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, STRONG_SIGNAL",60.36
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, STRONG_SIGNAL",60.36
"RSI_DIVERGENCE, EMA_CONDITION, FIBONACCI_SUPPORT, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",59.46
"EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND, STRONG_SIGNAL",59.46
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, CYPHER_PATTERN",59.46
"MACD_VOLUME, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, CYPHER_PATTERN",59.46
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, CYPHER_PATTERN",59.46
"NEAR_LOWER_CHANNEL, SUPER_TREND, STRONG_SIGNAL, TREND_KIRILDI_4H",59.46
"PRICE_PREDICTION_TAHMIN, SUPER_TREND, STRONG_SIGNAL, TREND_KIRILDI_4H",59.46
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",59.46
"MACD_VOLUME, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",59.46
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",59.46
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",59.46
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H",59.46
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL",59.46
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",59.46
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND, CYPHER_PATTERN",59.46
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, STRONG_SIGNAL",59.46
"RSI_DIVERGENCE, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, TREND_KIRILDI_4H",59.46
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, CYPHER_PATTERN",59.46
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",59.46
"EMA_CONDITION, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",59.46
"EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, STRONG_SIGNAL",59.46
"RSI_DIVERGENCE, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H",59.46
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, TREND_KIRILDI_4H",59.46
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, CYPHER_PATTERN",59.46
"RSI_DIVERGENCE, MACD_VOLUME, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",59.46
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, STRONG_SIGNAL, TREND_KIRILDI_4H",59.46
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",59.46
"FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H, CYPHER_PATTERN",59.46
"EMA_CONDITION, FORECAST, STRONG_SIGNAL, CYPHER_PATTERN",59.46
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL",59.46
"RSI_DIVERGENCE, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL",59.46
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H, CYPHER_PATTERN",59.46
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, TREND_KIRILDI_4H",59.46
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",58.56
"MACD_VOLUME, FIBONACCI_SUPPORT, STRONG_SIGNAL, TREND_KIRILDI_4H",58.56
"EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL",58.56
"RSI_DIVERGENCE, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",58.56
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, SUPER_TREND, FORECAST, CYPHER_PATTERN",58.56
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FORECAST, STRONG_SIGNAL, CYPHER_PATTERN",58.56
"RSI_DIVERGENCE, EMA_CONDITION, FORECAST, STRONG_SIGNAL",58.56
"SUPER_TREND, STRONG_SIGNAL, CYPHER_PATTERN",58.56
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, CYPHER_PATTERN",58.56
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, CYPHER_PATTERN",58.56
